Review_ID,Hotel_ID,Area_ID,Review_Title,Review_Text,NonEnglish,Review_Date,Date_Of_Stay,User_Rating,Trip_Type,SleepQulaity,Value,Rooms,LocationQuality,Cleanliness,Service,User_ID,User_Location,User_Profile,Contributions,Helpful_Votes,Location
106421787,89575,60745,Gorgeous hotel with amazing staff but room too warm for comfort,"This hotel is one of the most lovely we have stayed at and, most of all, has the most courteous staff one could find ANYWHERE.  The view we had from our harbor side room was beyond my expectations.  I could have just stayed in the room and watched the water, boats and aircraft taking off and landing at Logan (all QUIETLY) all day.  The staff would greet us in the morning and upon on return as if we traveling dignitaries...incomparable.  However, we found our room to be overly warm for sleeping comfort and were unable to resolve this during our 3 night stay.  I am not sure why we had this difficulty and I have not read similar issues in other reviews.  It was so warm for me on our third night that I ended up sleeping with my head at the end of the bed to get a little closer to the small fan with which we were provided.",0,"May 1, 2011", April 2011,40,NA,20,40,40,40,50,50,UID_30D5259A76A018678927F3C1CBDC278E-SRC_106421787,"Keene, New Hampshire",https://www.tripadvisor.com/Profile/Candace603,57,24,"70 Rowes Wharf, Boston, MA 02110-3354"
106485572,89575,60745,"Stunning staff, gorgeous location, food exquisite","On the water so lovely for going for a run. Gorgeous trolley car tours stop right at the door, markets 2 minutes away. Gym was great lots of buzz working out - pool sauna and the use of gym clothes provided very useful when travelling.The bar was fabulous dark wood and intimate areas to sit and drink - great bar menu.The second floor restaurant Armitage was awesome - if you love great service and food that was a delight - game meat very well prepared with wines to compliment the dish. Pure delight!Boats harbor tours at door wharf - close to aquarium. The concierge Rob was awesome - got us stunning tickets last minute -  to ice hockey game - Boston red sox baseball and the symphony - No dramas no fuss just stunning service.Bell hops always cheery, friendly and always helpful. Delightful attitude of all the staff.",0,"May 2, 2011", April 2011,50,NA,50,40,40,40,50,50,UID_1F7942A3F22AA25347611EFE275108EF-SRC_106485572,"Coolum Beach, Australia",https://www.tripadvisor.com/Profile/Mushu_Janny,105,104,"70 Rowes Wharf, Boston, MA 02110-3354"
1073201,89575,60745,,,0,"June 7, 2003",NA,50,NA,NA,NA,NA,NA,NA,NA,UID_8C91676440CE15DE7BC34C99F8C624BD-SRC_1073201,NA,https://www.tripadvisor.com/Profile/Mobile31979,2,27,"70 Rowes Wharf, Boston, MA 02110-3354"
107541847,89575,60745,Never going back!,"Tooootally overrated!! Maybe they treat conference guests different than others but I didn't have a fantastic experience here- contrary to most reviewers. My husband and I got in late Tuesday night for a stay through Saturday. First impression was a total wow. Everyone was really nice. We didn't get the waterfront view- but the view of the city was nice. The room looked really nice-very colonial- beds turned down when we got in the room. It wasn't until daylight though that I started noticing the ""scratches and dents"" so to speak.First, the bathroom was not great. The shower was horrible. There was barely any water pressure. The toilet made a weird beeping sound- intermittently. I couldn't tell what exactly would set it off but every so often it would just start chirping. Our room was very small so you could barely open the door without hitting the corner the closet was built into. Room service could barely get a cart through. I practically walked into it several times coming into the room. The last really terrible part about the place is the walls are paper thin!!!! I could hear everything and we were right next to the elevator so that's all I could ever hear- especially in the morning. It was sooooo annoying- especially when I wanted to sleep in late on Saturday. Oh also- there was construction or something going on and without warning when I walked out the back door I got sprayed over my head by the guy washing windows. Not cool.The hotel is actually in a very good location. Close to Quincy Market/Fanueil Hall, T stops, the New England Aquarium and a short-ish walk to Little Italy.The ""service"" and employees are great but you sure do pay for it. It's like my husband says- the price of the hotel is really just for the service. It wasn't a spectacular facility. It felt very old. Everyone was nice up until check out. Once I got home I realized there was an extra breakfast charge on our room. The guy I spoke with on the phone at the front desk was very terse and treated me like a peasant. Never going back!",0,"May 9, 2011", April 2011,20,NA,20,10,20,50,30,50,UID_8A731C842BC2BA5416820F804E4054A0-SRC_107541847,"Atlanta, Georgia",https://www.tripadvisor.com/Profile/Anjellybean78,9,8,"70 Rowes Wharf, Boston, MA 02110-3354"
108336610,89575,60745,A truly memorable experience!,"My children gave me a weekend stay in your luxurious hotel as a 75th birthday gift. From the moment i stepped into the parking space I felt taken care of; the men who greeted me were warm and friendly; the desk staff were exceptionally courteous; my room was incredible with ocean views that were breath  taking and waiting for me a complimentary bottle of champagne and desserts with my name on it. I felt loved, special, spoiled and pampered. Every staff member was kind, attentive and helpful! Thank you for making my 75th birthday a very special occasion. I had never stayed in such luxury and was a bit nervous but once there I did not want to leave.",0,"May 15, 2011", May 2011,50,NA,50,50,50,50,50,50,UID_EFCA3FE736B0A1E4B0A8ECC2B7F3A591-SRC_108336610,"Revere, Massachusetts",https://www.tripadvisor.com/Profile/mtr1957,97,14,"70 Rowes Wharf, Boston, MA 02110-3354"
108472429,89575,60745,Wow - made to feel special,"It was a special occasion for my wife and I, from the time I made the reservation until we departed the experience was fantastic - the hotel location is perfect, walking distance to just about everything or a short taxi ride for those who don't like to walk. The hotel is also beautiful, well maintained, the staff is very friendly and looking to take care of you",0,"May 16, 2011", May 2011,50,NA,50,50,50,50,50,50,UID_139D8562A89F33640523613748FCDFE1-SRC_108472429,"Hartford, Connecticut",https://www.tripadvisor.com/Profile/Zigski,79,12,"70 Rowes Wharf, Boston, MA 02110-3354"
108572379,89575,60745,Too many dogs!!  Will stay elsewhere in the future!!,"Beautiful old hotel but full of dogs!  Had to call Front Desk at 8:00pm one night because the dogs across and down the hall were barking, yelping, and pounding on their door. Front Desk Mgr. & Security came and removed 2 dogs from the room.  They offered no apology only the comment that the dogs were not suppose to be left unattended.  Really?  Guess the owners couldn't take the dogs with them on their nights out in Boston?  What a surprise!I am a dog lover and owner but found it totally unacceptable that at $465/per night before taxes (3 night stay), I had to be disturbed by barking dogs, move around dogs on the elevators, and wonder how clean the carpet and furnishing were in my room due to animals!  There were also dirty dog bowls that were left in the hall each day.  This hotel is just too ""Pet Friendly"" for me!   However, if you are looking for an expensive hotel that will board your animals, Boston Harbor Hotel is for the place for you.",0,"May 16, 2011", April 2011,20,NA,20,10,20,50,10,10,UID_A501DC6B75977012D6FF1D45A6EAF02D-SRC_108572379,Oklahoma,https://www.tripadvisor.com/Profile/artyis,79,73,"70 Rowes Wharf, Boston, MA 02110-3354"
109466059,89575,60745,A destination location in Boston,"We booked a weekend package to celebrate my husband's 50th birthday.  The hotel delivered perfectly!  The room was elegant and spacious with stunning views of the harbor.  A lovely touch, the hotel delivered a complimentary bottle of champagne as a gift for his birthday.  We had dinner at the hotel restaurant, Meritage, where we were served by knowledgeable, attentive staff and provided with a diverse selection of scrumptious courses.  Our package also included use of the hotel spa, the exercise facilities had adequate up to date machines, but the pool and jacuzzi area were a real treat with a large well designed pool and lounge area, endless supply of fluffy towels and lemon sliced water for a thirst quencher. An after dinner walk out the hotel doors and onto the waterfront boardwalk is also a treat. We could not think of a better destination to celebrate a special event.",0,"May 23, 2011", May 2011,50,NA,50,50,50,50,50,50,UID_6B1DD80AF70963A5331E031EB2DD76DD-SRC_109466059,"Boston, Massachusetts",https://www.tripadvisor.com/Profile/shaeranalli,7,6,"70 Rowes Wharf, Boston, MA 02110-3354"
1135770,89575,60745,,,0,"July 13, 2003",NA,40,NA,NA,NA,NA,NA,NA,NA,UID_25BBC6C760A9BA3D0D37F5DC95F78FCE-SRC_1135770,"Kissimmee, Florida",https://www.tripadvisor.com/Profile/Guest4734352,3,10,"70 Rowes Wharf, Boston, MA 02110-3354"
113936045,89575,60745,"Perfect location, great service","I just spent two nights at the BHH as I was in Boston for a training class. The location is perfect. Walking distance to South Station on one side and the North End on the other.The room was quite nice. Big pillows on the bed and a very clean room. I ordered room service for breakfast which was quite pricey, but the delivery was right on time and the food was very good.I had a harbor view which was beautiful. The staff was very helpful and someone printed out a list of restaurants walking distance in the area for me to choose from. (I picked the North End for awesome Italian food.)The hotel was generally quiet, except when the Bruins won the Stanley Cup as I could hear lots of celebrating in the streets, but after 39 years of waiting, that is understandable. :-) I was near the elevator and did not notice any noise from that.",0,"June 16, 2011", June 2011,50,NA,50,30,50,50,50,50,UID_96CA8DC9FBAA63F4E3D07EB8B9D3F521-SRC_113936045,"Cincinnati, Ohio",https://www.tripadvisor.com/Profile/Cincinnati_M0m,19,25,"70 Rowes Wharf, Boston, MA 02110-3354"
114512532,89575,60745,One of the most enjoyable stays in recent memory,"We decided to return to the Boston Harbor Hotel for the first time since our wedding night many years ago, and found the hotel to be every bit as elegant as we did back then.  Once again we had a harbor view room, which was wonderful.  The service was impeccable everywhere we turned.  The hot tub in the spa area was amazing, and the area at the pool with beverages was a nice touch.  The location was excellent, within a 10-15 minute walk to all the things we wanted to do, both along the harbor and downtown Boston.  We also had a terrific dinner at Meritage. Looking forward to our return!",0,"June 20, 2011", June 2011,50,NA,50,40,NA,NA,50,50,UID_9A19AFCC039B2AEF9ABB92ADE4CD557A-SRC_114512532,Traveler from Boston,https://www.tripadvisor.com/Profile/IG_from_Boston,12,8,"70 Rowes Wharf, Boston, MA 02110-3354"
114594349,89575,60745,Did not impress,I travel quite a bit to Boston on work and usually stay at the Intercon or Langham... Always seen the Boston Harbor Hotel and thought about staying there so this time around I did and I was less than impressed. Next time I am going back to the Intercon or Langham.,0,"June 21, 2011", June 2011,30,NA,30,20,NA,NA,30,30,UID_8D788C1E08904B34DC698E552D74B70F-SRC_114594349,"London, United Kingdom",https://www.tripadvisor.com/Profile/SS100972,205,250,"70 Rowes Wharf, Boston, MA 02110-3354"
114848658,89575,60745,Can I just move in???!!!,"What a fantastic hotel! Service was spectacular, hotel was beautiful, location was perfect. Can't wait to go back!",0,"June 28, 2011", July 2010,50,NA,NA,50,50,50,50,50,UID_D5595EBBD46CC08CDFBF7B0C53ED7EA8-SRC_114848658,"McAllen, Texas",https://www.tripadvisor.com/Profile/Faithful2323,2,NA,"70 Rowes Wharf, Boston, MA 02110-3354"
114874666,89575,60745,Very nice hotel,"Enormous room, incredible view on the harbor, walking distance to the city and to the North End - we really enjoyed this hotel and we'll surely go there if we ever go back to Boston",0,"June 29, 2011", April 2011,50,NA,50,50,NA,NA,50,40,UID_771885711FC2731020DB29F9C106F8E4-SRC_114874666,Zurich,https://www.tripadvisor.com/Profile/vale_sartori,28,16,"70 Rowes Wharf, Boston, MA 02110-3354"
114932358,89575,60745,Loved this Hotel!,"We stayed at this hotel for three nights to see the sights of Boston for the first time before heading up to Maine for a family vacation.  Everything at this hotel was great and the service was top notch.  As soon as we were shown to our room, a staff member knocked on our door ten minutes later and delivered milk and chocolate chip cookies for my two children.  They received this treat everyday of our stay.  Our room was immaculate with plush towels, bathrobes and slippers. At turndown we received bottles of Fiji water on the nightstand. We also had a great view of the Wharf.  The location of the hotel was perfect for us.  Since it is located right on Rowes Wharf, it's within walking distance to Quincy Market, Feneuil Hall and the North End.  After a long day of touring Boston in the rain, we were too tired to venture out again for dinner, so we decided to eat in the hotel at the Rowes Wharf Sea Grill restaurant.  I'm always skeptical of hotel food, however we had one of the best meals of our entire trip at this restaurant.  Our initial plans were to stay at the Four Seasons Boston, however after unsuccessfully trying to book a room online for the four of us (they only allow three to a room) we decided to stay here and am very happy we did!  We will definitely be back to stay here next time we are in Boston.",0,"July 1, 2011", June 2011,50,NA,50,40,NA,NA,50,50,UID_64A4CA2AA503CFA3B385E5F0D2F4C867-SRC_114932358,"Chicago, Illinois",https://www.tripadvisor.com/Profile/bakerGirl718,4,3,"70 Rowes Wharf, Boston, MA 02110-3354"
115104954,89575,60745,Charming hotel with great service,"We just returned from a relaxing and enjoyable stay at the Boston Harbor Hotel. We stayed as part of the AmEx FHR package and were very pleased. The staff is professional and helpful. The concierge Nathan, was outstanding. He was very honest about what was worth our time and what was not-you just felt you got the ""inside truth"" about Boston from him instead of a host of brochures and no real guidance. Check in and check out was very efficient. The rooms were well appointed. I had trouble with an outlet plug not working and they quickly replaced it. The Health Club has a nice variety of machines and weights. The pool and hot tub tub are very nice, located in the basement of the hotel. The bathroom in the Spa area was a little dated-old tiles and pink stalls in the bathroom but very clean and ample supplies available. The only real negative I have is that the service at the Sea Grille (where we ate breakfast) was a little inconsistent. It was a buffet on the weekend and on one occasion we had to request that several items be re-stocked. Tables were not always turned over very efficiently during the busy time of the morning either.  All in all, a really nice hotel that I would definitely stay at again. And to all those arriving by air, there is a really nice water taxi that provides service from Logan to directly in front of the hotel. The best way to start your vacation!",0,"July 6, 2011", July 2011,50,NA,50,40,NA,NA,40,50,UID_C909F51019BA1F73CD95BE923B43826B-SRC_115104954,"Saint Simons Island, Georgia",https://www.tripadvisor.com/Profile/momdoc4,16,11,"70 Rowes Wharf, Boston, MA 02110-3354"
115451454,89575,60745,Great Hotel!,"We have been to Boston sooo many times and stayed many places (the Langham, Louis XV, Ritz Carlton, Taj, Swisshotel.) This is our new favorite. We have five children, including two tots. The adjoining rooms were very spacious, the staff were very nice to the kids. They were given coloring books at check-in and got very nice milk and cookie platters every night. My husband and I had both stayed here on different business trips a decade plus ago and the hotel overlooked the infamous ""big dig,"" a real eyesore. Even if you don't get a harbor view room (which, sadly, we did not), you now overlook the city and beautiful green space.Our package included breakfast, which was buffet. Hate this. With lots of kids, this is not fun ... the constant up and down having to fetch for everyone. I'm sure for others this is a perk. They originally sat us sooo far away from the buffet. When we insisted on relocation, they politely accommodated us.  We have our own boston babysitter, so my husband and I had dinner one night at the hotel's restaurant right on the harbor. It was a beautiful spot, very peaceful yet people watching and boat watching made it fun. Service was great, food was average.Valeting parking is $44!!! Only slightly less to self-park.It is a bit of a hike from here to Boston Common and Public Garden, but certainly doable for healthy adults and older children. Much more convenient to Quincy Market, North End nad Faneuil Hall.",0,"July 17, 2011", July 2011,40,NA,50,40,NA,NA,50,40,UID_10B3274A33B5895DC9833E2A88C01069-SRC_115451454,New Jersey,https://www.tripadvisor.com/Profile/euronovice,48,73,"70 Rowes Wharf, Boston, MA 02110-3354"
115491651,89575,60745,Elegance on the Waterfront,"The service at the Boston Harbor Hotel began the second we hit the sidewalk. In a tither, it was 11:30am and our boat tour on the next dock was already boarding. A bellman (I wish I had his name) took up a protective position over our pile of luggage on the sidewalk and gave us directions to the boat, accurately telling us that on foot would be faster-off we went. We were a little concerned when we realized there were two laptops  included in our pile of stuff. Made the tour and returned to all our stuff safe and in order. There are still honest people in the world! It just got better from there. Outstanding room beautifully appointed with a magnificent view of the harbor. We enjoyed drinks in a very swank bar, had wonderfully fresh and tasty seafood at the Rowes Seafood Grille and hot and tasty room service-delivered faster than promised, for breakfast. The hotel is close to the very active wharf area with numerous tours and shops and eateries. Our room was very clean and quiet. I have absolutely nothing negative to say. The hotel was better than expected and I would recommend to friends.",0,"July 18, 2011", July 2011,50,NA,50,50,NA,NA,50,50,UID_652F2110D3198BF40C3EBD3A78F651D0-SRC_115491651,"Reno, Nevada",https://www.tripadvisor.com/Profile/JohnJHo,16,7,"70 Rowes Wharf, Boston, MA 02110-3354"
115496808,89575,60745,Better places in Boston for the Money,"My husband and I stayed here in April... the hotel is lovely, nice staff, great location, clean... but there was nothing that made me say WOW this was worth the money. I have stayed in Marriots that are just as nice accomodation wise, they just don't have turn down service. We had a lovely time, but I was not overly impressed and I would choose to stay at a different hotel upon my next visit to Boston.",0,"July 18, 2011", April 2011,30,NA,50,20,NA,NA,50,50,UID_64BFA7548F0E330A0055F9FE818CCC5B-SRC_115496808,"Mystic, Connecticut",https://www.tripadvisor.com/Profile/BeachP,28,20,"70 Rowes Wharf, Boston, MA 02110-3354"
115726421,89575,60745,"Lovely, friendly and great service!","My mom and I just left the Boston Harbor. It was like leaving a family home. The service was top notch. Everyone knew our names and we were only there from Friday to Sunday. Housekeeping was flawless. Food was yummy.  I love the Rowe's bar downstairs where i curled up in a cozy chair and read my book. The spa was also very good. It seems as if the employees there have generally been there for a while and genuinely like it there and like each other. This hotel is now one of my favorites next to the Ritz in Naples and the Ritz in Half Moon Bay. Oh, try to get a harbour view. Then when you get breakfat in your room, they roll the table up next to the window.",0,"July 24, 2011", July 2011,50,NA,50,50,NA,NA,50,50,UID_00B3991FDE9DA2C7CE410DBCC461F229-SRC_115726421,"Chicago, Illinois",https://www.tripadvisor.com/Profile/Chicagomommy,5,2,"70 Rowes Wharf, Boston, MA 02110-3354"
115747715,89575,60745,Wonderful Hotel.,"Very attentive staff,wonder facilities, excellent restaurants.",0,"July 25, 2011", July 2011,50,NA,50,50,NA,NA,50,50,UID_693B214F269BCA49EBC58A703891BC99-SRC_115747715,"New York City, New York",https://www.tripadvisor.com/Profile/stargate965,11,4,"70 Rowes Wharf, Boston, MA 02110-3354"
115829083,89575,60745,"Nice harbour view, nice food, nice environment","Reached the hotel late at night but it had a great view of the harbour. Room was rather spacious and the hotel had a nice lounge for hotel guests to chill out and relax. Most importantly for me was that the service was top notch and although the hotel had some internet system problems that night, they made every effort to re-assure hotel guests and were very helpful with alternatives like making use of the business centre etc.the cool air made a stroll along the harbour much more enjoyable and was indeed a great experience.",0,"July 26, 2011", May 2011,50,NA,50,50,NA,NA,50,50,UID_F9A6CF46F648D670834C2D86C6D8461B-SRC_115829083,"Hong Kong, China",https://www.tripadvisor.com/Profile/Roberto275,59,22,"70 Rowes Wharf, Boston, MA 02110-3354"
115895407,89575,60745,Great for Romance....,"We booked a weekend in Boston for the Hubby and I and wanted to make it a memorable experience so on recommendation from American Express Platinum concierge, we chose the Boston Harbor Hotel and were not the least bit disappointed.We had a 9th floor room with Bay views.  The view is gorgeous with the airport in the background.  Water, beautiful watercraft, planes taking off and landing yet none of the noise!  Wow, what a sunset on that bay!! One thing about the 9th floor... there is a Rotunda with the entrance on this floor where they cater events.  Luckily our room was far from the Rotunda but we did get caught one evening trying to get to our room from the elevator.  There was an even that was ending and the crowd gathered by the elevator and the hallway leading to the elevator was densely crowded and noisy.  I felt for the people in the rooms closest to the noise then.  That had to be annoying but then again, it may not have lasted long.The room itself was immaculate.  Having 2 TVs was a plus.  One in the sitting area where we could enjoy the sunlight and views and one in the bed area for late night or early morning watching.  The linens and bed-- to die for!!  Slept quite later than we expected every morning there.We indulged in room service a few times.  The food was great...from the wine selection to the cheese and fruit plate and the best breakfast omelets!!!  The service was even better.  They truly offered a 4 star experience...everyone from the concierge to the front desk to the valet and even the chambermaid were just great!!   The concierge was very knowledgable and helpful.  There recommendations were right on and they were able accept payment and print tickets for Boston Tours right at the desk.The location is central to the Financial District which offered a decent night life if you wanted it.  We found ourselves in Back Bay - near the Prudential Center- most often for the 'Chi Chi' shopping and restaurants.  A cab cost about $11 and the walk was about 30 minutes (in 98 degree weather ;-))- that means slow walking!!!If I found myself in the area again, I would surely come back to the Harbor Hotel.",0,"July 28, 2011", July 2011,50,NA,50,40,NA,NA,50,50,UID_EE3D5D4C56AC2E4B9DBD0C5473B63A5E-SRC_115895407,"Baldwin, New York",https://www.tripadvisor.com/Profile/TEERAMA1,1,1,"70 Rowes Wharf, Boston, MA 02110-3354"
